id,created_at,updated_at,name,address,phone,email,tax_number,invoice_footer,is_default
2f988ad15268463086d3bdd306273874,2026-08-10 14:47:08.751998,2026-08-11 13:43:31.673425,Alba Shop,"Goma, RDC",,,,,1
