id,created_at,updated_at,name,description,name_sort
93385598ca8e41ee8abc6145ff8a64c7,2026-08-12 04:16:23.696304,2026-08-12 04:16:23.696433,Electricité & Electronique,,electricite & electronique
a231af83881c40daa8738de570ff0ee7,2026-08-12 04:16:45.296470,2026-08-12 04:16:45.296618,Plomberie,,plomberie
20aa62d0b37f490b8d26b11594144837,2026-08-12 04:16:50.855887,2026-08-12 04:16:50.855987,Habillement,,habillement
8f1099137e7742b78ec6ae60b73022bb,2026-08-12 04:17:15.126344,2026-08-12 04:17:15.126414,Maçonnerie,,maconnerie
019915822a97460b87a839a7bd2052a7,2026-08-12 04:17:22.249297,2026-08-12 04:17:22.249367,Menuiserie,,menuiserie
4c881cedc721421a829a899aaff78405,2026-08-12 04:18:14.086315,2026-08-12 04:18:14.086386,Peinture,,peinture
94b6992f86b244d89d4d2fd8711f98eb,2026-08-12 04:18:19.695145,2026-08-12 04:18:19.695250,Autre,,autre
